code,token,surprisal,mean_rt
26375,God,15.4896,338.1985714285714
26376,he,10.3919,310.54761904761904
26377,must,10.5236,270.13380952380953
26378,follow,15.2149,264.93952380952385
26379,in,7.21132,276.52095238095234
26382,He,5.6328,269.62619047619046
26383,was,4.8669,293.1328571428571
26385,and,5.87255,314.63666666666666
26387,The,2.68215,325.7085714285714
26390,on,8.17267,430.1214285714285
26391,their,7.51947,333.79714285714283
26392,benches,17.8946,313.9480952380952
26393,in,6.73901,310.5985714285714
26394,the,2.68569,280.7209523809524
26396,beneath,15.7868,349.7842857142857
26397,the,1.35472,340.55380952380955
26400,got,15.9227,317.35
26401,to,3.94885,311.1995238095238
26402,their,8.73356,296.6957142857143
26403,feet,10.8557,319.86047619047616
26404,when,10.4699,314.15999999999997
26409,His,8.53094,299.59285714285716
26410,being,11.7698,284.3252380952381
26411,and,6.60574,318.8647619047619
26412,His,16.1719,342.42333333333335
26413,will,8.53592,314.7695238095238
26415,could,10.454,427.89571428571423
26416,not,6.39022,292.04
26417,divide,17.563,276.14714285714285
26418,God,14.962,329.6090476190476
26419,from,8.22854,292.3347619047619
26420,his,6.11532,284.42809523809524
26423,every,12.372,352.0676190476191
26426,turned,14.1723,380.7371428571428
26427,the,5.95137,337.6657142857143
26429,into,9.11564,306.45142857142855
26430,a,2.82397,254.86333333333334
26431,band,15.8721,252.85714285714286
26432,of,2.36753,267.1280952380953
26434,and,4.34672,302.0304761904762
26435,the,4.90858,292.7261904761905
26437,into,9.16388,294.41238095238094
26438,the,1.74918,342.40238095238095
26440,to,6.2765,392.6709523809524
26443,have,8.28852,325.00666666666666
26444,nine,14.3443,276.6838095238095
26445,hundred,16.3214,324.7657142857143
26446,and,4.65028,289.2733333333333
26448,members,11.97,321.2252380952381
26449,in,5.99275,291.17761904761903
26450,our,8.52024,287.71476190476193
26455,three,16.0913,314.4895238095238
26456,hundred,16.301,298.8128571428571
26457,and,4.65028,284.6909523809524
26461,When,7.73621,323.3595238095238
26463,went,12.5994,305.1404761904762
26464,out,5.56191,269.0357142857143
26465,to,4.95993,286.07666666666665
26466,do,7.46005,245.68238095238095
26470,often,14.2336,319.0161904761905
26471,accompanied,15.2904,312.8509523809524
26472,him,12.6173,294.26238095238097
26473,in,4.92908,279.1257142857143
26474,the,2.47446,284.08000000000004
26476,which,15.7868,401.41523809523807
26477,was,8.43196,284.5333333333333
26478,drawn,13.5722,268.5238095238095
26479,by,8.22393,271.58761904761906
26481,the,4.8352,317.61619047619047
26482,new,8.84903,287.5519047619048
26483,black,13.1194,287.53190476190474
26485,Although,8.14477,285.95666666666665
26486,they,7.57251,315.0185714285714
26489,as,8.95715,319.4742857142857
26490,far,7.92765,309.13666666666666
26491,as,0.511956,271.75476190476195
26493,beyond,12.8701,412.1819047619048
26494,the,1.59482,285.6171428571429
26495,Erie,18.0579,278.25
26497,and,5.48786,401.7038095238096
26498,the,4.67574,354.0161904761905
26499,machine,11.4596,293.94380952380953
26501,and,5.48786,274.07714285714286
26502,along,12.2241,277.76428571428573
26503,the,2.37402,261.1242857142857
26504,Delaware,14.9629,298.8652380952381
26505,and,6.13332,323.3014285714286
26506,Hudson,15.6423,286.5342857142857
26508,and,5.48786,302.0190476190476
26510,to,6.02935,310.0680952380952
26512,below,14.9319,271.63761904761907
26513,Point,17.946,265.93904761904764
26515,he,11.7415,293.7052380952381
26516,could,5.83807,275.39714285714285
26517,see,7.1988,258.7657142857143
26518,the,3.74469,270.7404761904762
26519,church,12.5484,264.9352380952381
26520,spire,17.4838,256.32190476190476
26521,wherever,16.4855,285.82666666666665
26522,he,10.4215,314.8933333333333
26523,looked,14.7549,318.6438095238095
26525,Sometimes,12.1887,284.40999999999997
26526,they,6.02683,279.78809523809525
26527,went,10.5352,250.59380952380954
26528,south,16.0803,265.8642857142857
26529,and,6.95143,263.08666666666664
26530,rolled,15.5186,274.23
26531,past,13.5905,265.4595238095238
26532,the,6.25476,236.66714285714286
26536,and,6.81849,345.10238095238094
26537,crossed,16.5189,325.0680952380952
26538,the,2.57989,281.1842857142857
26539,suspension,12.7837,319.01761904761906
26540,bridge,15.1425,296.23761904761903
26541,to,6.97247,267.6328571428571
26543,that,7.26429,398.62619047619046
26544,was,6.68969,284.79
26546,In,4.57937,273.6695238095238
26547,the,2.43209,269.87142857142857
26548,Delaware,15.8467,285.37952380952385
26550,three,15.5201,299.3290476190476
26551,long,13.0098,284.9404761904762
26552,islands,17.4309,267.1157142857143
26553,were,4.54835,298.99857142857144
26555,with,7.5101,278.35380952380956
26557,trees,14.0062,305.7580952380952
26558,and,6.91404,296.34238095238095
26560,South,10.9926,303.64190476190475
26561,of,8.44757,288.8847619047619
26562,Laurel,16.7115,323.1538095238095
26563,Grove,17.5768,327.15666666666664
26565,and,5.48786,316.51142857142855
26566,below,13.931,287.62380952380954
26567,the,2.24839,287.48190476190473
26569,of,3.79466,291.63190476190476
26570,the,2.54924,250.08952380952383
26572,and,4.79597,321.78238095238095
26573,the,3.43507,276.3776190476191
26575,was,9.1012,412.4061904761905
26576,the,3.35473,306.0190476190476
26579,from,10.028,318.83238095238096
26580,which,10.5556,312.6890476190476
26582,could,10.3059,335.497619047619
26583,spy,16.1996,277.3742857142857
26584,New,11.5411,301.0
26585,Jersey,3.9763,381.34000000000003
26586,and,5.5395,295.2166666666667
26588,as,8.81677,313.72809523809525
26589,well,6.74469,291.71142857142854
26590,as,0.731377,382.2261904761905
26591,New,11.89,265.6328571428571
26593,simply,12.2342,295.5
26594,by,8.73157,306.51809523809527
26596,around,10.3993,301.7442857142857
26597,on,8.32431,298.4057142857143
26598,his,7.06285,304.2166666666667
26600,On,7.6318,337.6147619047619
26601,these,12.6557,334.9766666666667
26604,instructed,16.5586,302.6909523809524
26605,him,4.28532,273.83714285714285
26606,on,7.57669,275.49
26608,chief,15.7949,342.45
26610,which,15.5201,353.63666666666666
26611,was,8.43196,370.7947619047619
26612,his,10.2759,296.1157142857143
26613,duty,14.8707,300.62857142857143
26614,to,6.35571,264.77761904761905
26615,God,14.2291,261.36809523809524
26616,and,6.27849,318.92619047619047
26617,his,7.58896,276.82761904761907
26618,own,5.67829,262.3514285714286
26621,a,7.21373,289.3104761904762
26623,lively,15.6081,314.6480952380952
26624,eyes,14.5487,478.1366666666667
26625,might,11.1515,320.2504761904762
27500,They,6.88914,373.8752380952381
27501,were,4.75055,298.302380952381
27502,west,17.7281,267.5295238095238
27503,of,1.84292,278.6090476190476
27504,the,3.44768,254.9790476190476
27506,but,11.0409,445.05047619047616
27507,only,7.83045,342.05333333333334
27508,God,11.5744,316.9485714285714
27509,knew,14.2887,363.61238095238093
27511,For,6.51944,297.46761904761905
27512,three,10.6915,342.77238095238096
27514,their,9.26993,320.3019047619048
27517,had,11.2097,375.3595238095238
27519,up,8.81177,319.9504761904762
27520,a,4.76056,296.8952380952381
27521,blazing,18.4352,347.0166666666667
27522,valley,17.3924,315.4214285714286
27523,as,8.25418,307.12714285714287
27524,flat,14.0093,313.2842857142857
27525,and,6.25796,294.44380952380953
27527,as,8.81677,343.7838095238095
27528,a,2.67587,318.0304761904762
27529,dead,13.5604,389.97190476190474
27532,glare,17.1919,361.4628571428571
27534,their,9.26993,475.59666666666664
27536,an,9.7015,374.92238095238093
27537,angry,13.234,417.9442857142857
27540,air,13.5413,404.3866666666667
27542,their,9.26993,408.85190476190473
27543,strength,10.841,412.58952380952377
27544,and,4.88863,324.27
27545,strained,16.5336,368.1223809523809
27546,their,9.56469,303.99142857142857
27547,nerves,16.4767,398.0519047619048
27548,to,6.94757,346.3047619047619
27550,dust,16.9363,423.69904761904763
27551,choked,17.3998,408.3690476190476
27552,their,9.63146,389.8847619047619
27554,and,4.77563,339.3804761904762
27555,lay,13.931,289.7580952380952
27556,like,11.4024,313.7509523809524
27557,acid,17.9152,372.98761904761903
27558,in,6.72671,389.1047619047619
27559,their,6.96286,332.5490476190476
27561,And,6.26392,339.34333333333336
27562,the,3.07663,370.24333333333334
27563,valley,16.6161,378.73333333333335
27564,stretched,15.3998,362.5890476190476
27566,out,8.32719,329.2004761904762
27569,and,5.00457,371.70190476190476
27571,and,6.39351,296.59666666666664
27572,writhing,17.2663,346.97238095238095
27573,in,2.96339,345.2261904761905
27574,its,6.17362,295.0233333333333
27576,until,13.0358,348.26809523809527
27577,it,4.91492,298.53761904761905
27578,vanished,18.4513,346.62904761904764
27579,into,9.70468,371.01142857142855
27580,the,2.33354,291.7257142857143
27582,wall,14.4709,326.4733333333333
27583,of,3.71871,288.502380952381
27585,orange,17.3968,352.73809523809524
27586,brown,17.4378,364.29333333333335
27588,Ben,15.5374,299.8047619047619
27589,Prime,14.0433,441.85380952380956
27590,extended,15.7139,406.6980952380952
27591,his,9.892,408.76095238095235
27594,until,13.3655,440.7142857142857
27595,he,5.30095,324.53809523809525
27596,could,6.12838,345.5409523809524
27597,lay,11.8669,313.4428571428572
27598,his,10.0649,288.75
27600,across,11.7395,595.1271428571429
27601,the,0.506734,369.2471428571428
27602,noses,18.8745,348.02857142857147
27603,of,6.88421,328.49285714285713
27604,the,3.44768,344.04571428571427
27607,He,5.6328,462.1904761904762
27609,from,7.98935,315.2157142857143
27610,his,6.8822,321.1304761904762
27611,raw,15.1963,285.6404761904762
27613,and,5.48786,333.1309523809524
27614,felt,13.931,299.89238095238096
27615,the,4.33336,301.1385714285714
27616,pain,13.266,304.65714285714284
27617,of,5.13332,279.60761904761904
27618,movement,14.1026,290.2657142857143
27619,in,4.05941,279.4552380952381
27620,his,6.86613,279.34285714285716
27622,black,13.8126,362.0842857142857
27623,burned,15.7771,341.2552380952381
27625,He,5.6328,290.0938095238095
27626,removed,16.6508,315.8452380952381
27627,his,9.76443,344.8657142857143
27628,hat,16.2134,283.93904761904764
27629,to,5.13332,292.45
27630,let,9.84033,286.8352380952381
27631,the,2.64424,278.5733333333333
27632,trapped,17.3079,273.3561904761905
27633,sweat,15.8982,327.5885714285714
27634,cut,12.302,302.8723809523809
27636,through,9.26993,445.9195238095238
27637,the,1.8968,371.75
27638,dust,14.1749,294.39666666666665
27639,film,13.7583,332.60238095238094
27640,upon,13.8039,327.17809523809524
27641,his,5.38724,310.6019047619048
27644,He,5.6328,276.257619047619
27646,The,2.68215,274.85333333333335
27649,came,13.2563,337.74142857142857
27650,from,2.76289,300.56142857142856
27651,his,5.99144,277.52857142857147
27652,mouth,16.8823,383.3095238095238
27653,like,11.0155,307.8947619047619
27656,He,5.6328,274.4171428571429
27657,moved,11.4407,331.05380952380955
27658,back,8.23018,368.8180952380952
27659,to,2.73256,328.93809523809523
27660,the,2.17293,315.27
27661,wheel,15.1365,290.3252380952381
27662,and,6.4404,307.07428571428574
27663,stood,13.8131,286.8338095238095
27664,there,11.7915,270.812380952381
27667,the,6.46964,361.17571428571426
27668,top,9.90672,298.5466666666666
27669,of,2.84992,318.82095238095235
27670,a,4.97331,266.5747619047619
27671,spoke,16.0659,289.63761904761907
27672,to,3.30367,353.99571428571426
27673,still,12.0553,298.13952380952384
27674,the,8.20091,313.5952380952381
27676,of,3.79466,325.37
27677,his,5.69305,321.61809523809524
27680,The,2.68215,299.9147619047619
27681,burning,14.4404,325.15333333333336
27682,air,13.3712,381.59000000000003
27683,dried,17.3601,372.6609523809524
27684,his,9.74911,301.28714285714284
27686,clothes,14.727,606.0166666666667
27687,in,7.3694,509.6347619047619
27690,He,5.6328,312.8909523809524
27691,cleared,15.6862,386.88952380952384
27692,his,9.78068,299.73
27694,and,4.34754,322.20142857142855
27695,wet,17.1261,293.71
27696,his,9.71788,304.34333333333336
27698,As,6.95063,292.3561904761905
27700,as,7.81476,313.042380952381
27702,he,11.9795,286.5390476190476
27705,I,13.3111,302.68142857142857
27706,guess,9.51771,282.4638095238095
27707,we,2.42276,268.3657142857143
27708,could,5.32003,303.5395238095238
27709,all,12.2525,308.45428571428573
27710,do,11.2508,284.4104761904762
27711,with,7.03342,276.5166666666667
27712,a,3.46305,275.252380952381
27713,little,8.10558,287.4538095238095
27715,He,5.6328,281.1985714285714
27717,the,2.68828,311.9371428571429
27719,and,5.76011,324.792380952381
27720,drew,14.4088,317.4480952380952
27721,water,13.4407,292.85333333333335
27722,from,5.66357,301.0395238095238
27723,a,4.32716,350.7895238095238
27725,They,6.88914,317.50428571428574
27726,could,7.06371,293.9533333333334
27727,no,9.21696,274.23523809523806
27728,longer,0.981775,290.11857142857144
27729,afford,6.3535,282.97809523809525
27730,the,6.28532,283.88
27731,luxury,12.1345,328.18
27732,of,7.8172,276.7961904761905
27733,the,3.44768,267.1538095238095
27734,canvas,18.2445,327.1176190476191
27735,sweat,15.9298,373.7652380952381
27736,bag,16.2412,354.4166666666667
27737,that,7.73186,339.59333333333336
27738,cooled,16.5864,340.6333333333333
27739,it,9.04618,307.8990476190476
27740,by,9.40638,337.57238095238097
27742,The,2.68215,314.7361904761905
27743,water,14.4404,320.89619047619044
27744,was,8.64984,343.3085714285714
27745,warm,15.7782,323.90761904761905
27746,and,3.09722,315.57761904761907
27747,stale,17.1032,298.7666666666667
27748,and,6.42706,325.6585714285714
27749,had,8.99943,302.3385714285714
27750,a,4.16832,286.68
27753,But,4.58894,324.2057142857143
27754,it,4.47221,327.70142857142855
27755,was,3.33117,295.1152380952381
27757,Thank,19.9502,324.35714285714283
27758,the,7.24868,335.3347619047619
27760,they,15.5721,311.05619047619047
27761,still,8.10125,288.15333333333336
27762,had,6.98892,282.9323809523809
27764,He,5.6328,261.82095238095235
27766,his,9.2285,317.17619047619047
27767,mouth,16.7644,295.91333333333336
27768,with,8.2561,278.11238095238093
27769,a,3.59166,286.49285714285713
27770,small,8.72375,274.5466666666666
27772,He,5.6328,284.1995238095238
27773,took,9.73525,301.7171428571429
27774,a,2.90773,270.697619047619
27775,long,9.41397,283.54285714285714
27776,but,11.0908,284.4252380952381
27777,carefully,14.6814,337.1147619047619
27778,controlled,13.6776,373.20952380952383
27780,He,5.6328,364.3385714285714
27781,replenished,18.7171,408.652380952381
27782,the,7.24079,349.02809523809526
27784,and,5.74661,362.67619047619047
27785,handed,14.9741,322.16333333333336
27786,it,9.82422,348.0361904761905
27787,to,5.42668,300.4771428571429
27788,his,7.97783,264.01428571428573
27789,young,12.606,289.68619047619046
27790,wife,15.0379,283.95666666666665
27791,riding,15.5443,350.99809523809523
27792,the,5.54835,433.2947619047619
27793,hurricane,11.8943,357.62904761904764
27795,She,8.86122,358.1152380952381
27796,took,12.3372,314.8280952380953
27797,it,6.92034,302.5828571428571
27799,her,10.413,426.88904761904763
27800,dark,15.6428,343.8695238095238
27801,eyes,14.5657,340.2095238095238
27803,as,7.81476,383.31476190476195
27804,they,6.74469,325.36809523809524
27805,met,12.3755,338.89285714285717
27807,She,8.86122,304.55619047619047
27809,and,5.48786,338.62333333333333
27810,pushed,13.931,357.9590476190476
27811,back,5.50589,338.91380952380956
27812,her,12.1629,294.5128571428572
27815,to,6.03438,420.07238095238097
27816,wet,18.6392,401.69
27817,a,7.54847,342.20428571428573
27819,and,5.98791,413.3071428571429
27820,wipe,17.3864,388.58857142857147
27821,her,11.6407,343.9871428571428
27823,She,8.86122,293.93809523809523
27824,set,12.3246,342.2861904761905
27825,the,4.26327,313.497619047619
27827,on,7.569,337.1871428571429
27828,the,2.43164,360.4747619047619
27829,edge,15.5042,325.17047619047617
27830,of,1.42276,292.20142857142855
27831,the,3.44768,317.20190476190476
27833,leaving,14.2767,333.312380952381
27834,it,7.28532,344.4080952380952
27835,for,7.3617,328.6933333333333
27836,him,9.3014,307.39619047619044
27837,to,1.64424,294.28809523809525
27838,stretch,14.32,290.9485714285714
27839,after,11.0465,320.6438095238095
27840,it,5.17051,349.55333333333334
27841,while,12.6937,375.95285714285717
27842,she,10.398,436.4919047619048
27843,looked,14.6063,394.6114285714286
27844,on,6.91759,360.65714285714284
27847,happens,15.1366,364.0009523809524
27848,when,6.28532,378.84190476190474
27850,no,13.8147,316.6980952380952
27851,more,5.03656,298.7419047619048
27853,She,8.86122,349.37714285714287
27854,asked,12.8876,336.19
27856,She,8.86122,298.3090476190476
27857,was,4.26692,332.0342857142857
27858,like,9.5304,344.2995238095238
27860,he,11.9418,400.93380952380954
27861,thought,8.45041,376.12142857142857
27865,Her,10.7236,313.5728571428571
27866,thick,15.9858,441.89761904761906
27867,hair,15.1036,326.72285714285715
27868,was,8.38355,315.4833333333333
27869,the,4.87762,323.292380952381
27870,color,13.6356,316.1066666666667
27871,and,4.99826,290.9042857142857
27873,of,5.3739,304.9580952380952
27875,Her,10.7236,290.65238095238095
27877,sparked,14.8492,303.67952380952386
27878,like,11.3362,356.60809523809525
27880,when,9.80102,334.00714285714287
27881,it,4.67069,338.6276190476191
27882,first,11.417,329.38904761904763
27883,lights,16.1241,318.2690476190476
27885,And,6.26392,324.05333333333334
27886,all,11.1718,326.9233333333333
27887,the,3.09318,333.17238095238093
27889,she,13.1861,316.4142857142857
27890,had,4.95369,283.3504761904762
27891,the,6.13296,279.5238095238095
27892,heat,12.2099,310.38142857142856
27893,of,7.38971,297.2557142857143
27895,in,6.16281,373.3652380952381
27897,like,11.0312,483.49666666666667
27899,that,7.7013,331.4480952380952
27900,is,5.58597,287.78190476190474
27901,burning,17.4324,338.3090476190476
27902,on,7.7821,321.7109523809524
27903,its,5.65794,308.7895238095238
27904,under,11.0177,291.2266666666667
27906,but,11.0869,334.13904761904763
27907,not,6.39483,278.17238095238093
27909,A,5.74117,332.81142857142856
27910,ripple,17.5419,367.5338095238095
27911,ran,13.8974,355.46476190476193
27912,through,10.8633,326.3904761904762
27913,the,2.25816,302.697619047619
27914,muscles,17.8915,293.38619047619045
27915,of,6.89436,291.71761904761905
27916,his,6.87526,297.6585714285714
27918,but,10.85,333.83000000000004
27919,he,8.31275,318.502380952381
27920,kept,10.6137,318.84333333333336
27921,control,12.2814,336.5447619047619
27922,upon,14.5963,328.8414285714286
27923,his,5.38724,308.0628571428571
27926,must,13.3611,321.02714285714285
27927,be,0.981775,320.59333333333336
27928,some,9.05119,306.68285714285713
27929,water,13.6072,309.6804761904762
27930,under,10.5782,306.3438095238095
27932,He,5.6328,288.3419047619048
27933,tilted,18.8028,352.32095238095235
27934,his,9.73662,348.78476190476187
27936,face,15.5181,378.54714285714283
27937,toward,12.8209,375.8695238095238
27938,the,2.33772,323.7638095238095
27939,dry,16.2483,297.5442857142857
27940,bed,16.0163,369.27095238095234
27941,of,6.7941,347.29
27942,the,3.44768,291.3004761904762
27945,can,11.0538,332.4452380952381
27946,get,5.66238,302.24857142857144
27947,it,6.5661,284.92619047619047
27948,if,10.7575,285.30285714285714
27949,we,5.61838,315.1333333333333
27951,he,11.7415,325.34238095238095
27952,said,7.01479,315.1114285714286
27955,add,14.0531,365.6909523809524
27956,fever,16.6123,410.21761904761905
27957,to,6.89346,348.39428571428573
27958,our,10.4452,310.95
27960,She,8.86122,427.5052380952381
27963,do,12.1491,341.32047619047614
27964,you,8.4791,293.48333333333335
27965,want,5.39622,299.8047619047619
27966,to,1.91144,280.71476190476193
27967,see,4.60822,271.6928571428572
27968,if,3.68936,268.6709523809524
27969,I,6.06519,273.49619047619046
27970,can,5.96552,282.00619047619045
27971,stand,14.2903,303.4533333333334
27975,can,11.0538,317.6909523809524
27978,he,12.0991,315.96
27980,Her,10.7236,302.3842857142857
27984,lost,15.9277,313.4766666666667
27985,and,9.24879,333.2242857142857
27986,burning,15.5186,302.54285714285714
27987,up,9.78825,332.34714285714284
27989,she,12.9543,347.47523809523807
27990,bit,16.7597,332.89714285714285
27991,out,9.94678,325.8342857142857
27994,tires,15.9277,334.06190476190477
27995,are,5.28532,336.2704761904762
27997,on,6.97735,345.07047619047614
27998,the,1.68939,316.0152380952381
27999,wheels,17.7763,329.2833333333333
28002,roll,12.6314,345.88666666666666
28003,off,11.7268,326.47809523809525
28004,in,5.70696,304.6914285714286
28005,another,10.5552,304.1380952380952
28007,There,7.85717,308.42571428571426
28008,was,3.6777,307.99523809523805
28009,no,2.55555,342.84238095238095
28010,valley,17.9679,286.23761904761903
28011,like,11.0604,292.81714285714287
28012,this,5.43677,292.042380952381
28013,on,9.92285,286.8195238095238
28014,your,12.8977,321.21999999999997
28016,You,9.73964,298.97333333333336
28018,even,12.2238,307.0157142857143
28019,know,10.8057,294.6
28020,where,6.64471,281.33190476190475
28024,he,12.1491,453.1347619047619
28025,said,7.01479,335.0104761904762
28026,as,11.3099,305.66190476190474
28027,gently,17.1406,306.63380952380953
28028,as,8.35478,290.8509523809524
28029,he,6.87049,304.0390476190476
28032,still,15.8777,317.7842857142857
28033,headed,13.8404,318.3395238095238
28037,hit,13.7154,317.59000000000003
28038,a,3.79194,294.03000000000003
28041,She,8.86122,330.65333333333336
28044,in,5.79104,372.23904761904765
28045,time,11.0159,285.8904761904762
28046,to,4.14581,297.29571428571427
28047,make,6.68917,268.7090476190476
28048,a,3.15428,277.1
28049,cross,15.8781,272.7938095238095
28050,and,6.51932,280.6666666666667
28051,dig,17.1032,287.1485714285714
28052,our,11.6262,346.8176190476191
28054,His,8.53094,340.3385714285714
28055,wide,14.3947,471.6742857142857
28056,mouth,16.4092,323.43285714285713
28058,In,4.57937,313.6638095238095
28059,a,3.49655,299.5257142857143
28061,he,11.8295,293.83666666666664
28063,blame,14.5776,287.68333333333334
28065,He,5.6328,298.58142857142855
28066,had,6.39844,284.06333333333333
28067,picked,15.979,248.10666666666665
28068,out,10.6514,308.22190476190474
28069,this,8.99297,282.5247619047619
28072,instead,15.8777,358.13904761904763
28073,of,0.864805,329.1914285714286
28074,the,4.62131,281.37666666666667
28075,common,11.4282,269.3990476190476
28077,in,5.9754,312.55
28078,a,3.9038,297.5133333333333
28079,moment,15.9403,287.9604761904762
28080,of,5.65028,330.7409523809524
28081,romantic,15.7637,378.7795238095238
28083,to,6.14296,349.27095238095234
28084,give,8.68015,294.54809523809524
28085,them,5.87255,281.90190476190475
28086,privacy,17.7033,290.11333333333334
28087,on,7.79347,358.1647619047619
28088,their,6.12802,299.3695238095238
28090,It,5.65274,290.69142857142856
28091,had,8.29647,298.55285714285714
28092,been,3.18334,311.97809523809525
28093,a,5.03196,290.4661904761905
28095,but,10.1676,311.5747619047619
28096,anything,12.978,287.0128571428572
28097,would,9.62362,324.2114285714286
28098,have,3.7024,301.0342857142857
28099,been,2.94121,298.707619047619
28100,a,6.15574,292.07
28102,as,10.1676,294.3247619047619
28103,it,5.71874,279.06095238095236
28104,turned,9.3705,262.93
28106,It,5.65274,295.50142857142856
28108,the,6.59811,285.53523809523807
28110,and,5.76011,306.04285714285714
28112,and,6.46461,334.0804761904762
28114,of,7.72282,305.56428571428575
28115,the,2.36694,292.43333333333334
28116,trip,13.1166,280.1085714285714
28117,that,8.06607,301.3066666666667
28118,had,7.59402,262.8
28119,frightened,17.3969,329.3066666666667
28121,She,8.86122,276.39238095238096
28122,had,8.43609,271.6980952380952
28123,hated,18.1023,287.95238095238096
28124,the,7.22657,376.6980952380952
28125,whole,9.66728,321.8204761904762
28126,idea,8.28589,355.12666666666667
28127,before,10.8149,297.6166666666667
28128,they,5.2717,286.66190476190474
29001,by,5.90879,513.56625
29004,the,6.58353,338.803125
29005,little,13.3562,330.1925
29006,green,15.6856,317.28875
29008,struggled,15.6715,488.600625
29010,between,10.3059,559.120625
29011,the,4.32966,360.515
29012,mountains,17.0277,424.721875
29013,beyond,13.2563,399.000625
29018,as,9.36142,410.0625
29019,a,2.67587,291.51625
29020,cold,12.3484,306.31875
29021,November,15.0571,312.444375
29022,blast,15.8629,293.72125
29023,rocked,16.475,349.85375
29024,the,4.28532,343.3975
29025,silver,13.9957,318.463125
29027,but,10.8521,307.205
29028,the,5.9996,320.48625
29029,engine,12.7905,346.405625
29030,roar,17.9592,334.124375
29031,was,8.36645,306.373125
29032,reassuring,17.3606,362.145625
29033,to,6.91953,346.68125
29034,the,4.48029,293.0825
29035,pilot,13.0179,321.716875
29036,bundled,17.5892,436.31375
29037,in,2.96339,383.22125
29038,the,2.68569,311.06125
29039,open,9.02198,309.1625
29041,He,5.6328,323.408125
29043,ahead,14.0422,382.745625
29044,and,5.91524,368.4
29046,as,8.81677,346.604375
29047,the,3.61726,323.820625
29048,railroad,13.2024,397.905
29049,tracks,6.05085,367.720625
29050,came,11.4003,355.743125
29051,into,7.74982,316.95125
29052,view,13.5543,309.4
29053,again,12.7336,326.8275
29056,old,13.3611,330.13625
29057,iron,15.564,260.83125
29059,He,5.6328,338.536875
29061,A,5.74117,272.328125
29063,of,5.85588,296.52375
29064,smoke,15.8302,280.62625
29065,rose,10.9233,281.603125
29066,from,8.9695,279.203125
29067,a,4.16213,315.84375
29068,Central,14.8347,279.188125
29069,Vermont,15.6145,353.52625
29071,which,15.5201,353.485625
29072,idled,17.2229,309.8575
29073,behind,12.6868,329.968125
29074,a,6.68422,311.0525
29075,string,11.1756,287.499375
29076,of,0.34293,271.63875
29079,and,5.31593,346.708125
29080,little,12.393,824.263125
29081,figures,12.4082,363.59375
29082,that,8.99681,286.130625
29083,were,7.14089,285.268125
29086,to,6.03438,352.77375
29087,set,9.57977,325.82124999999996
29088,the,5.23012,306.07
29089,ruptured,17.3082,377.530625
29090,roadbed,16.9841,422.536875
29091,to,6.71784,499.630625
29093,The,2.68215,291.89625
29095,of,3.95911,385.11312499999997
29096,a,5.53271,276.09499999999997
29097,shattered,17.3941,393.771875
29099,River,13.8147,339.6275
29100,bridge,14.6277,374.188125
29101,lay,15.2073,378.21
29103,for,6.89114,299.910625
29104,half,10.6975,289.528125
29105,a,4.18318,279.669375
29106,mile,13.8377,274.503125
29109,main,15.0257,335.56
29110,railroad,15.4758,333.30062499999997
29111,line,12.7385,325.03
29112,was,7.41783,321.45875
29114,And,6.26392,356.4575
29115,in,4.80865,447.321875
29116,the,3.68828,319.595
29117,dark,9.55062,288.161875
29118,days,12.18,399.8025
29119,after,4.67748,327.28125
29120,the,2.27227,279.696875
29121,Great,12.0118,346.679375
29123,of,5.83894,336.998125
29125,the,3.27436,386.773125
29126,worst,10.6693,300.2775
29127,natural,13.2019,286.74625
29128,disaster,6.38724,307.22812500000003
29129,in,5.05427,327.4825
29130,the,2.68569,261.924375
29132,history,14.0813,310.379375
29133,the,4.65929,311.278125
29134,little,13.3848,304.839375
29135,plane,15.5253,296.214375
29136,was,6.05085,261.18
29137,its,9.42294,282.691875
29138,sole,15.9459,311.938125
29139,replacement,14.9718,349.845
29140,in,6.77099,282.39375
29141,carrying,15.3612,301.88875
29142,the,3.52507,285.825
29143,United,10.643,305.976875
29144,States,2.07111,288.7575
29147,of,5.68218,370.935625
29148,near,13.315,367.458125
29150,proportions,17.3669,557.011875
29151,had,9.19744,350.41125
29152,fallen,8.31582,314.97125
29153,for,7.56771,283.899375
29154,three,8.59453,306.711875
29155,full,14.0894,310.826875
29156,days,12.1231,290.438125
29157,and,5.95298,281.2475
29158,it,9.11006,257.404375
29159,was,3.73086,250.60250000000002
29160,still,8.12977,367.465625
29162,on,7.28026,306.25875
29163,the,2.31518,298.87375000000003
29164,morning,12.3357,285.5075
29165,of,5.59272,298.488125
29167,November,14.5084,384.49875
29170,when,8.95715,348.34125
29171,officials,11.6798,360.22375
29172,of,5.84098,343.100625
29173,the,2.12654,272.98
29174,Post,17.9821,273.495
29175,Office,13.9737,298.651875
29177,Railway,17.0467,388.896875
29178,Mail,17.577,328.53625
29179,Service,13.7417,332.281875
29180,realized,14.7827,354.193125
29181,that,2.57711,279.24875
29182,their,8.02372,298.569375
29183,distribution,14.241,360.365
29184,system,7.35571,432.5625
29185,for,4.7604,304.640625
29186,Vermont,16.1053,346.956875
29187,had,9.43675,343.6575
29188,been,3.18334,320.885
29189,almost,12.359,341.1475
29190,totally,14.9015,365.048125
29191,destroyed,15.2749,321.74375
29194,and,6.81849,277.5125
